order_id,order_date,sku_id,dc_id,ordered_quantity,fulfilled_quantity,status
ORD016974,2026-04-29,MED036,DC006,61.0,61.0,FULFILLED
ORD016975,2026-04-29,MED036,DC008,28.0,28.0,FULFILLED
ORD016976,2026-04-29,MED037,DC002,223.0,223.0,FULFILLED
ORD016977,2026-04-29,MED037,DC006,188.0,188.0,FULFILLED
ORD016978,2026-04-29,MED037,DC007,161.0,161.0,FULFILLED
ORD016979,2026-04-29,MED037,DC008,251.0,251.0,FULFILLED
ORD016980,2026-04-29,MED038,DC001,242.0,242.0,FULFILLED
ORD016981,2026-04-29,MED038,DC002,161.0,161.0,FULFILLED
ORD016982,2026-04-29,MED038,DC003,232.0,232.0,FULFILLED
ORD016983,2026-04-29,MED038,DC004,153.0,153.0,FULFILLED
ORD016984,2026-04-29,MED038,DC007,195.0,195.0,FULFILLED
ORD016985,2026-04-29,MED039,DC001,48.0,48.0,FULFILLED
ORD016986,2026-04-29,MED039,DC002,31.0,31.0,FULFILLED
ORD016987,2026-04-29,MED039,DC003,49.0,49.0,FULFILLED
ORD016988,2026-04-29,MED039,DC004,41.0,41.0,FULFILLED
ORD016989,2026-04-29,MED039,DC005,48.0,48.0,FULFILLED
ORD016990,2026-04-29,MED039,DC008,46.0,46.0,FULFILLED
ORD016991,2026-04-29,MED040,DC001,67.0,67.0,FULFILLED
ORD016992,2026-04-29,MED040,DC002,87.0,87.0,FULFILLED
ORD016993,2026-04-29,MED040,DC003,70.0,70.0,FULFILLED
ORD016994,2026-04-29,MED040,DC004,52.0,52.0,FULFILLED
ORD016995,2026-04-29,MED040,DC006,34.0,34.0,FULFILLED
ORD016996,2026-04-29,MED040,DC007,71.0,71.0,FULFILLED
ORD016997,2026-04-29,MED040,DC008,75.0,75.0,FULFILLED
ORD016998,2026-04-30,MED001,DC001,26.0,26.0,FULFILLED
ORD016999,2026-04-30,MED001,DC003,28.0,28.0,FULFILLED
ORD017000,2026-04-30,MED001,DC004,25.0,25.0,FULFILLED
ORD017001,2026-04-30,MED001,DC006,31.0,31.0,FULFILLED
ORD017002,2026-04-30,MED001,DC007,17.0,17.0,FULFILLED
ORD017003,2026-04-30,MED001,DC008,28.0,28.0,FULFILLED
ORD017004,2026-04-30,MED002,DC001,45.0,45.0,FULFILLED
ORD017005,2026-04-30,MED002,DC003,40.0,40.0,FULFILLED
ORD017006,2026-04-30,MED002,DC005,32.0,32.0,FULFILLED
ORD017007,2026-04-30,MED002,DC008,38.0,38.0,FULFILLED
ORD017008,2026-04-30,MED003,DC001,123.0,123.0,FULFILLED
ORD017009,2026-04-30,MED003,DC004,76.0,76.0,FULFILLED
ORD017010,2026-04-30,MED003,DC005,94.0,94.0,FULFILLED
ORD017011,2026-04-30,MED003,DC007,85.0,85.0,FULFILLED
ORD017012,2026-04-30,MED003,DC008,109.0,109.0,FULFILLED
ORD017013,2026-04-30,MED004,DC001,176.0,176.0,FULFILLED
ORD017014,2026-04-30,MED004,DC002,162.0,106.59999999999992,PARTIAL
ORD017015,2026-04-30,MED004,DC004,186.0,186.0,FULFILLED
ORD017016,2026-04-30,MED004,DC005,152.0,152.0,FULFILLED
ORD017017,2026-04-30,MED004,DC007,206.0,196.1500000000001,PARTIAL
ORD017018,2026-04-30,MED004,DC008,226.0,226.0,FULFILLED
ORD017019,2026-04-30,MED005,DC001,27.0,27.0,FULFILLED
ORD017020,2026-04-30,MED005,DC002,62.0,62.0,FULFILLED
ORD017021,2026-04-30,MED005,DC003,75.0,75.0,FULFILLED
ORD017022,2026-04-30,MED005,DC004,121.0,121.0,FULFILLED
ORD017023,2026-04-30,MED005,DC006,52.0,52.0,FULFILLED
ORD017024,2026-04-30,MED005,DC007,41.0,41.0,FULFILLED
ORD017025,2026-04-30,MED005,DC008,94.0,94.0,FULFILLED
ORD017026,2026-04-30,MED006,DC001,38.0,38.0,FULFILLED
ORD017027,2026-04-30,MED006,DC003,19.0,19.0,FULFILLED
ORD017028,2026-04-30,MED006,DC005,62.0,50.30000000000011,PARTIAL
ORD017029,2026-04-30,MED006,DC007,24.0,24.0,FULFILLED
ORD017030,2026-04-30,MED006,DC008,51.0,51.0,FULFILLED
ORD017031,2026-04-30,MED007,DC002,106.0,106.0,FULFILLED
ORD017032,2026-04-30,MED007,DC003,110.0,110.0,FULFILLED
ORD017033,2026-04-30,MED007,DC004,88.0,88.0,FULFILLED
ORD017034,2026-04-30,MED007,DC005,109.0,109.0,FULFILLED
ORD017035,2026-04-30,MED007,DC006,86.0,86.0,FULFILLED
ORD017036,2026-04-30,MED007,DC008,117.0,117.0,FULFILLED
ORD017037,2026-04-30,MED008,DC002,163.0,163.0,FULFILLED
ORD017038,2026-04-30,MED008,DC003,197.0,197.0,FULFILLED
ORD017039,2026-04-30,MED008,DC004,175.0,175.0,FULFILLED
ORD017040,2026-04-30,MED008,DC005,199.0,199.0,FULFILLED
ORD017041,2026-04-30,MED008,DC006,195.0,195.0,FULFILLED
ORD017042,2026-04-30,MED008,DC007,166.0,166.0,FULFILLED
ORD017043,2026-04-30,MED008,DC008,120.0,120.0,FULFILLED
ORD017044,2026-04-30,MED009,DC002,212.0,212.0,FULFILLED
ORD017045,2026-04-30,MED009,DC003,207.0,207.0,FULFILLED
ORD017046,2026-04-30,MED009,DC005,181.0,181.0,FULFILLED
ORD017047,2026-04-30,MED009,DC006,172.0,172.0,FULFILLED
ORD017048,2026-04-30,MED009,DC007,218.0,218.0,FULFILLED
ORD017049,2026-04-30,MED009,DC008,225.0,225.0,FULFILLED
ORD017050,2026-04-30,MED010,DC001,101.0,101.0,FULFILLED
ORD017051,2026-04-30,MED010,DC002,40.0,40.0,FULFILLED
ORD017052,2026-04-30,MED010,DC003,84.0,84.0,FULFILLED
ORD017053,2026-04-30,MED010,DC004,47.0,47.0,FULFILLED
ORD017054,2026-04-30,MED010,DC005,134.0,134.0,FULFILLED
ORD017055,2026-04-30,MED010,DC006,108.0,108.0,FULFILLED
ORD017056,2026-04-30,MED010,DC008,82.0,82.0,FULFILLED
ORD017057,2026-04-30,MED011,DC001,54.0,54.0,FULFILLED
ORD017058,2026-04-30,MED011,DC002,86.0,86.0,FULFILLED
ORD017059,2026-04-30,MED011,DC003,85.0,85.0,FULFILLED
ORD017060,2026-04-30,MED011,DC004,75.0,75.0,FULFILLED
ORD017061,2026-04-30,MED011,DC006,67.0,67.0,FULFILLED
ORD017062,2026-04-30,MED011,DC008,80.0,80.0,FULFILLED
ORD017063,2026-04-30,MED012,DC004,149.0,149.0,FULFILLED
ORD017064,2026-04-30,MED012,DC005,91.0,91.0,FULFILLED
ORD017065,2026-04-30,MED012,DC006,7.0,7.0,FULFILLED
ORD017066,2026-04-30,MED012,DC007,111.0,111.0,FULFILLED
ORD017067,2026-04-30,MED012,DC008,6.0,6.0,FULFILLED
ORD017068,2026-04-30,MED013,DC002,45.0,45.0,FULFILLED
ORD017069,2026-04-30,MED013,DC003,47.0,47.0,FULFILLED
ORD017070,2026-04-30,MED013,DC004,70.0,70.0,FULFILLED
ORD017071,2026-04-30,MED013,DC008,49.0,49.0,FULFILLED
ORD017072,2026-04-30,MED014,DC001,18.0,18.0,FULFILLED
ORD017073,2026-04-30,MED014,DC002,74.0,74.0,FULFILLED
ORD017074,2026-04-30,MED014,DC004,68.0,68.0,FULFILLED
ORD017075,2026-04-30,MED014,DC005,28.0,28.0,FULFILLED
ORD017076,2026-04-30,MED014,DC006,58.0,58.0,FULFILLED
ORD017077,2026-04-30,MED014,DC007,83.0,83.0,FULFILLED
ORD017078,2026-04-30,MED015,DC002,205.0,205.0,FULFILLED
ORD017079,2026-04-30,MED015,DC004,231.0,231.0,FULFILLED
ORD017080,2026-04-30,MED015,DC005,173.0,173.0,FULFILLED
ORD017081,2026-04-30,MED015,DC006,198.0,198.0,FULFILLED
ORD017082,2026-04-30,MED016,DC002,17.0,17.0,FULFILLED
ORD017083,2026-04-30,MED016,DC003,54.0,54.0,FULFILLED
ORD017084,2026-04-30,MED016,DC004,45.0,45.0,FULFILLED
ORD017085,2026-04-30,MED016,DC006,86.0,86.0,FULFILLED
ORD017086,2026-04-30,MED016,DC007,24.0,24.0,FULFILLED
ORD017087,2026-04-30,MED016,DC008,51.0,51.0,FULFILLED
ORD017088,2026-04-30,MED017,DC001,47.0,47.0,FULFILLED
ORD017089,2026-04-30,MED017,DC002,46.0,46.0,FULFILLED
ORD017090,2026-04-30,MED017,DC005,45.0,45.0,FULFILLED
ORD017091,2026-04-30,MED017,DC006,28.0,28.0,FULFILLED
ORD017092,2026-04-30,MED017,DC007,38.0,38.0,FULFILLED
ORD017093,2026-04-30,MED017,DC008,30.0,30.0,FULFILLED
ORD017094,2026-04-30,MED018,DC001,57.0,57.0,FULFILLED
ORD017095,2026-04-30,MED018,DC002,65.0,65.0,FULFILLED
ORD017096,2026-04-30,MED018,DC003,65.0,65.0,FULFILLED
ORD017097,2026-04-30,MED018,DC004,51.0,51.0,FULFILLED
ORD017098,2026-04-30,MED018,DC005,82.0,82.0,FULFILLED
ORD017099,2026-04-30,MED018,DC008,64.0,64.0,FULFILLED
ORD017100,2026-04-30,MED019,DC002,88.0,74.62999999999994,PARTIAL
ORD017101,2026-04-30,MED019,DC003,67.0,67.0,FULFILLED
ORD017102,2026-04-30,MED019,DC004,102.0,102.0,FULFILLED
ORD017103,2026-04-30,MED019,DC005,94.0,94.0,FULFILLED
ORD017104,2026-04-30,MED019,DC007,58.0,58.0,FULFILLED
ORD017105,2026-04-30,MED019,DC008,89.0,89.0,FULFILLED
ORD017106,2026-04-30,MED020,DC002,54.0,54.0,FULFILLED
ORD017107,2026-04-30,MED020,DC004,62.0,62.0,FULFILLED
ORD017108,2026-04-30,MED020,DC006,34.0,34.0,FULFILLED
ORD017109,2026-04-30,MED020,DC007,42.0,42.0,FULFILLED
ORD017110,2026-04-30,MED020,DC008,41.0,41.0,FULFILLED
ORD017111,2026-04-30,MED021,DC001,226.0,226.0,FULFILLED
ORD017112,2026-04-30,MED021,DC002,198.0,198.0,FULFILLED
ORD017113,2026-04-30,MED021,DC003,211.0,211.0,FULFILLED
ORD017114,2026-04-30,MED021,DC004,220.0,220.0,FULFILLED
ORD017115,2026-04-30,MED021,DC006,171.0,171.0,FULFILLED
ORD017116,2026-04-30,MED021,DC007,207.0,207.0,FULFILLED
ORD017117,2026-04-30,MED022,DC002,49.0,49.0,FULFILLED
ORD017118,2026-04-30,MED022,DC003,72.0,72.0,FULFILLED
ORD017119,2026-04-30,MED022,DC004,45.0,45.0,FULFILLED
ORD017120,2026-04-30,MED022,DC005,44.0,44.0,FULFILLED
ORD017121,2026-04-30,MED022,DC006,36.0,36.0,FULFILLED
ORD017122,2026-04-30,MED022,DC008,66.0,66.0,FULFILLED
ORD017123,2026-04-30,MED023,DC001,118.0,118.0,FULFILLED
ORD017124,2026-04-30,MED023,DC002,124.0,112.2100000000002,PARTIAL
ORD017125,2026-04-30,MED023,DC003,50.0,50.0,FULFILLED
ORD017126,2026-04-30,MED023,DC005,111.0,111.0,FULFILLED
ORD017127,2026-04-30,MED023,DC006,102.0,102.0,FULFILLED
ORD017128,2026-04-30,MED023,DC007,96.0,96.0,FULFILLED
ORD017129,2026-04-30,MED023,DC008,64.0,64.0,FULFILLED
ORD017130,2026-04-30,MED024,DC002,66.0,66.0,FULFILLED
ORD017131,2026-04-30,MED024,DC003,39.0,39.0,FULFILLED
ORD017132,2026-04-30,MED024,DC006,55.0,55.0,FULFILLED
ORD017133,2026-04-30,MED024,DC008,38.0,38.0,FULFILLED
ORD017134,2026-04-30,MED025,DC002,133.0,133.0,FULFILLED
ORD017135,2026-04-30,MED025,DC003,202.0,202.0,FULFILLED
ORD017136,2026-04-30,MED025,DC004,149.0,149.0,FULFILLED
ORD017137,2026-04-30,MED025,DC005,214.0,214.0,FULFILLED
ORD017138,2026-04-30,MED025,DC006,152.0,152.0,FULFILLED
ORD017139,2026-04-30,MED026,DC001,125.0,125.0,FULFILLED
ORD017140,2026-04-30,MED026,DC002,114.0,114.0,FULFILLED
ORD017141,2026-04-30,MED026,DC003,140.0,140.0,FULFILLED
ORD017142,2026-04-30,MED026,DC005,100.0,100.0,FULFILLED
ORD017143,2026-04-30,MED026,DC006,139.0,139.0,FULFILLED
ORD017144,2026-04-30,MED026,DC007,146.0,146.0,FULFILLED
ORD017145,2026-04-30,MED027,DC002,159.0,159.0,FULFILLED
ORD017146,2026-04-30,MED027,DC004,159.0,159.0,FULFILLED
ORD017147,2026-04-30,MED027,DC005,133.0,133.0,FULFILLED
ORD017148,2026-04-30,MED027,DC006,99.0,99.0,FULFILLED
ORD017149,2026-04-30,MED027,DC008,105.0,105.0,FULFILLED
ORD017150,2026-04-30,MED028,DC001,48.0,48.0,FULFILLED
ORD017151,2026-04-30,MED028,DC002,47.0,47.0,FULFILLED
ORD017152,2026-04-30,MED028,DC004,40.0,40.0,FULFILLED
ORD017153,2026-04-30,MED028,DC007,44.0,44.0,FULFILLED
ORD017154,2026-04-30,MED028,DC008,54.0,54.0,FULFILLED
ORD017155,2026-04-30,MED029,DC001,84.0,84.0,FULFILLED
ORD017156,2026-04-30,MED029,DC003,78.0,78.0,FULFILLED
ORD017157,2026-04-30,MED029,DC004,68.0,68.0,FULFILLED
ORD017158,2026-04-30,MED029,DC005,71.0,71.0,FULFILLED
ORD017159,2026-04-30,MED029,DC006,76.0,76.0,FULFILLED
ORD017160,2026-04-30,MED029,DC007,93.0,93.0,FULFILLED
ORD017161,2026-04-30,MED029,DC008,56.0,56.0,FULFILLED
ORD017162,2026-04-30,MED030,DC002,47.0,47.0,FULFILLED
ORD017163,2026-04-30,MED030,DC003,60.0,60.0,FULFILLED
ORD017164,2026-04-30,MED030,DC004,51.0,51.0,FULFILLED
ORD017165,2026-04-30,MED030,DC005,50.0,50.0,FULFILLED
ORD017166,2026-04-30,MED030,DC006,46.0,46.0,FULFILLED
ORD017167,2026-04-30,MED030,DC007,84.0,84.0,FULFILLED
ORD017168,2026-04-30,MED030,DC008,47.0,47.0,FULFILLED
ORD017169,2026-04-30,MED031,DC001,60.0,60.0,FULFILLED
ORD017170,2026-04-30,MED031,DC002,44.0,44.0,FULFILLED
ORD017171,2026-04-30,MED031,DC004,60.0,60.0,FULFILLED
ORD017172,2026-04-30,MED031,DC005,55.0,55.0,FULFILLED
ORD017173,2026-04-30,MED031,DC006,53.0,53.0,FULFILLED
ORD017174,2026-04-30,MED031,DC007,67.0,67.0,FULFILLED
ORD017175,2026-04-30,MED031,DC008,46.0,46.0,FULFILLED
ORD017176,2026-04-30,MED032,DC001,41.0,41.0,FULFILLED
ORD017177,2026-04-30,MED032,DC002,58.0,31.31000000000018,PARTIAL
ORD017178,2026-04-30,MED032,DC003,77.0,77.0,FULFILLED
ORD017179,2026-04-30,MED032,DC004,87.0,87.0,FULFILLED
ORD017180,2026-04-30,MED032,DC005,60.0,60.0,FULFILLED
ORD017181,2026-04-30,MED032,DC007,65.0,65.0,FULFILLED
ORD017182,2026-04-30,MED033,DC001,82.0,82.0,FULFILLED
ORD017183,2026-04-30,MED033,DC003,87.0,87.0,FULFILLED
ORD017184,2026-04-30,MED033,DC005,78.0,78.0,FULFILLED
ORD017185,2026-04-30,MED033,DC006,66.0,66.0,FULFILLED
ORD017186,2026-04-30,MED033,DC007,83.0,83.0,FULFILLED
ORD017187,2026-04-30,MED033,DC008,75.0,75.0,FULFILLED
ORD017188,2026-04-30,MED034,DC002,148.0,148.0,FULFILLED
ORD017189,2026-04-30,MED034,DC003,153.0,153.0,FULFILLED
ORD017190,2026-04-30,MED034,DC004,152.0,152.0,FULFILLED
ORD017191,2026-04-30,MED034,DC006,125.0,125.0,FULFILLED
ORD017192,2026-04-30,MED034,DC007,137.0,137.0,FULFILLED
ORD017193,2026-04-30,MED034,DC008,143.0,143.0,FULFILLED
ORD017194,2026-04-30,MED035,DC004,65.0,65.0,FULFILLED
ORD017195,2026-04-30,MED035,DC006,111.0,111.0,FULFILLED
ORD017196,2026-04-30,MED035,DC007,75.0,75.0,FULFILLED
ORD017197,2026-04-30,MED036,DC002,132.0,132.0,FULFILLED
ORD017198,2026-04-30,MED036,DC003,120.0,120.0,FULFILLED
ORD017199,2026-04-30,MED036,DC004,142.0,142.0,FULFILLED
ORD017200,2026-04-30,MED036,DC006,79.0,79.0,FULFILLED
ORD017201,2026-04-30,MED036,DC007,170.0,170.0,FULFILLED
ORD017202,2026-04-30,MED036,DC008,86.0,86.0,FULFILLED
ORD017203,2026-04-30,MED037,DC001,206.0,206.0,FULFILLED
ORD017204,2026-04-30,MED037,DC002,291.0,89.52999999999963,PARTIAL
ORD017205,2026-04-30,MED037,DC003,183.0,183.0,FULFILLED
ORD017206,2026-04-30,MED037,DC005,191.0,191.0,FULFILLED
ORD017207,2026-04-30,MED037,DC006,267.0,267.0,FULFILLED
ORD017208,2026-04-30,MED037,DC008,166.0,166.0,FULFILLED
ORD017209,2026-04-30,MED038,DC002,199.0,199.0,FULFILLED
ORD017210,2026-04-30,MED038,DC003,175.0,175.0,FULFILLED
ORD017211,2026-04-30,MED038,DC004,249.0,249.0,FULFILLED
ORD017212,2026-04-30,MED038,DC005,144.0,144.0,FULFILLED
ORD017213,2026-04-30,MED038,DC006,190.0,190.0,FULFILLED
ORD017214,2026-04-30,MED038,DC007,233.0,233.0,FULFILLED
ORD017215,2026-04-30,MED038,DC008,198.0,198.0,FULFILLED
ORD017216,2026-04-30,MED039,DC001,59.0,59.0,FULFILLED
ORD017217,2026-04-30,MED039,DC003,43.0,43.0,FULFILLED
ORD017218,2026-04-30,MED039,DC004,45.0,45.0,FULFILLED
ORD017219,2026-04-30,MED039,DC005,53.0,53.0,FULFILLED
ORD017220,2026-04-30,MED039,DC006,41.0,41.0,FULFILLED
ORD017221,2026-04-30,MED039,DC007,29.0,29.0,FULFILLED
ORD017222,2026-04-30,MED039,DC008,63.0,63.0,FULFILLED
ORD017223,2026-04-30,MED040,DC002,52.0,52.0,FULFILLED
ORD017224,2026-04-30,MED040,DC003,36.0,36.0,FULFILLED
ORD017225,2026-04-30,MED040,DC004,15.0,15.0,FULFILLED
ORD017226,2026-04-30,MED040,DC006,17.0,17.0,FULFILLED
ORD017227,2026-04-30,MED040,DC007,21.0,21.0,FULFILLED
ORD017228,2026-04-30,MED040,DC008,43.0,43.0,FULFILLED
ORD017229,2026-05-01,MED001,DC001,31.0,31.0,FULFILLED
ORD017230,2026-05-01,MED001,DC003,36.0,36.0,FULFILLED
ORD017231,2026-05-01,MED001,DC006,22.0,22.0,FULFILLED
ORD017232,2026-05-01,MED001,DC008,25.0,25.0,FULFILLED
ORD017233,2026-05-01,MED002,DC001,31.0,31.0,FULFILLED
ORD017234,2026-05-01,MED002,DC002,33.0,33.0,FULFILLED
ORD017235,2026-05-01,MED002,DC003,33.0,33.0,FULFILLED
ORD017236,2026-05-01,MED002,DC004,37.0,36.96000000000005,PARTIAL
ORD017237,2026-05-01,MED002,DC006,38.0,38.0,FULFILLED
ORD017238,2026-05-01,MED002,DC007,24.0,24.0,FULFILLED
ORD017239,2026-05-01,MED002,DC008,32.0,32.0,FULFILLED
ORD017240,2026-05-01,MED003,DC001,100.0,100.0,FULFILLED
ORD017241,2026-05-01,MED003,DC003,122.0,122.0,FULFILLED
ORD017242,2026-05-01,MED003,DC004,119.0,119.0,FULFILLED
ORD017243,2026-05-01,MED003,DC005,79.0,79.0,FULFILLED
ORD017244,2026-05-01,MED003,DC006,95.0,95.0,FULFILLED
ORD017245,2026-05-01,MED003,DC007,89.0,89.0,FULFILLED
ORD017246,2026-05-01,MED003,DC008,70.0,70.0,FULFILLED
ORD017247,2026-05-01,MED004,DC001,163.0,163.0,FULFILLED
ORD017248,2026-05-01,MED004,DC002,187.0,187.0,FULFILLED
ORD017249,2026-05-01,MED004,DC004,150.0,150.0,FULFILLED
ORD017250,2026-05-01,MED004,DC005,179.0,179.0,FULFILLED
ORD017251,2026-05-01,MED004,DC006,150.0,150.0,FULFILLED
ORD017252,2026-05-01,MED004,DC007,197.0,197.0,FULFILLED
ORD017253,2026-05-01,MED004,DC008,208.0,208.0,FULFILLED
ORD017254,2026-05-01,MED005,DC001,45.0,45.0,FULFILLED
ORD017255,2026-05-01,MED005,DC002,65.0,65.0,FULFILLED
ORD017256,2026-05-01,MED005,DC005,54.0,54.0,FULFILLED
ORD017257,2026-05-01,MED005,DC006,69.0,69.0,FULFILLED
ORD017258,2026-05-01,MED005,DC007,49.0,49.0,FULFILLED
ORD017259,2026-05-01,MED006,DC001,43.0,43.0,FULFILLED
ORD017260,2026-05-01,MED006,DC002,40.0,40.0,FULFILLED
ORD017261,2026-05-01,MED006,DC003,35.0,35.0,FULFILLED
ORD017262,2026-05-01,MED006,DC004,37.0,37.0,FULFILLED
ORD017263,2026-05-01,MED006,DC005,46.0,46.0,FULFILLED
ORD017264,2026-05-01,MED006,DC006,49.0,49.0,FULFILLED
ORD017265,2026-05-01,MED006,DC007,53.0,53.0,FULFILLED
ORD017266,2026-05-01,MED006,DC008,47.0,47.0,FULFILLED
ORD017267,2026-05-01,MED007,DC002,111.0,111.0,FULFILLED
ORD017268,2026-05-01,MED007,DC004,80.0,80.0,FULFILLED
ORD017269,2026-05-01,MED007,DC006,86.0,86.0,FULFILLED
ORD017270,2026-05-01,MED007,DC008,90.0,90.0,FULFILLED
ORD017271,2026-05-01,MED008,DC003,185.0,185.0,FULFILLED
ORD017272,2026-05-01,MED008,DC004,133.0,133.0,FULFILLED
ORD017273,2026-05-01,MED008,DC006,146.0,146.0,FULFILLED
ORD017274,2026-05-01,MED008,DC007,200.0,200.0,FULFILLED
ORD017275,2026-05-01,MED008,DC008,155.0,155.0,FULFILLED
ORD017276,2026-05-01,MED009,DC001,209.0,209.0,FULFILLED
ORD017277,2026-05-01,MED009,DC006,230.0,230.0,FULFILLED
ORD017278,2026-05-01,MED009,DC008,144.0,144.0,FULFILLED
ORD017279,2026-05-01,MED010,DC001,117.0,117.0,FULFILLED
ORD017280,2026-05-01,MED010,DC004,9.0,9.0,FULFILLED
ORD017281,2026-05-01,MED010,DC005,61.0,61.0,FULFILLED
ORD017282,2026-05-01,MED010,DC007,78.0,78.0,FULFILLED
ORD017283,2026-05-01,MED011,DC001,43.0,43.0,FULFILLED
ORD017284,2026-05-01,MED011,DC002,66.0,66.0,FULFILLED
ORD017285,2026-05-01,MED011,DC005,60.0,60.0,FULFILLED
ORD017286,2026-05-01,MED011,DC006,67.0,67.0,FULFILLED
ORD017287,2026-05-01,MED011,DC007,46.0,46.0,FULFILLED
ORD017288,2026-05-01,MED011,DC008,65.0,65.0,FULFILLED
ORD017289,2026-05-01,MED012,DC001,136.0,136.0,FULFILLED
ORD017290,2026-05-01,MED012,DC003,85.0,85.0,FULFILLED
ORD017291,2026-05-01,MED012,DC004,124.0,124.0,FULFILLED
ORD017292,2026-05-01,MED012,DC005,71.0,71.0,FULFILLED
ORD017293,2026-05-01,MED012,DC007,144.0,144.0,FULFILLED
ORD017294,2026-05-01,MED013,DC002,54.0,54.0,FULFILLED
ORD017295,2026-05-01,MED013,DC003,60.0,60.0,FULFILLED
ORD017296,2026-05-01,MED013,DC005,63.0,63.0,FULFILLED
ORD017297,2026-05-01,MED013,DC006,44.0,44.0,FULFILLED
ORD017298,2026-05-01,MED013,DC007,43.0,43.0,FULFILLED
ORD017299,2026-05-01,MED013,DC008,58.0,58.0,FULFILLED
ORD017300,2026-05-01,MED014,DC002,60.0,60.0,FULFILLED
ORD017301,2026-05-01,MED014,DC004,41.0,41.0,FULFILLED
ORD017302,2026-05-01,MED014,DC005,61.0,61.0,FULFILLED
ORD017303,2026-05-01,MED014,DC007,90.0,90.0,FULFILLED
ORD017304,2026-05-01,MED015,DC001,206.0,206.0,FULFILLED
ORD017305,2026-05-01,MED015,DC002,226.0,226.0,FULFILLED
ORD017306,2026-05-01,MED015,DC003,208.0,208.0,FULFILLED
ORD017307,2026-05-01,MED015,DC004,200.0,200.0,FULFILLED
ORD017308,2026-05-01,MED015,DC005,220.0,220.0,FULFILLED
ORD017309,2026-05-01,MED015,DC006,188.0,188.0,FULFILLED
ORD017310,2026-05-01,MED015,DC007,131.0,131.0,FULFILLED
ORD017311,2026-05-01,MED016,DC001,38.0,38.0,FULFILLED
ORD017312,2026-05-01,MED016,DC002,100.0,100.0,FULFILLED
ORD017313,2026-05-01,MED016,DC003,56.0,56.0,FULFILLED
ORD017314,2026-05-01,MED016,DC004,86.0,86.0,FULFILLED
ORD017315,2026-05-01,MED016,DC005,116.0,116.0,FULFILLED
ORD017316,2026-05-01,MED017,DC001,37.0,37.0,FULFILLED
ORD017317,2026-05-01,MED017,DC002,38.0,38.0,FULFILLED
ORD017318,2026-05-01,MED017,DC003,42.0,42.0,FULFILLED
ORD017319,2026-05-01,MED017,DC006,37.0,37.0,FULFILLED
ORD017320,2026-05-01,MED017,DC007,45.0,45.0,FULFILLED
ORD017321,2026-05-01,MED018,DC001,73.0,73.0,FULFILLED
ORD017322,2026-05-01,MED018,DC003,63.0,59.22999999999993,PARTIAL
ORD017323,2026-05-01,MED018,DC005,64.0,64.0,FULFILLED
ORD017324,2026-05-01,MED018,DC006,72.0,72.0,FULFILLED
ORD017325,2026-05-01,MED018,DC007,54.0,54.0,FULFILLED
ORD017326,2026-05-01,MED019,DC002,67.0,67.0,FULFILLED
ORD017327,2026-05-01,MED019,DC003,58.0,58.0,FULFILLED
ORD017328,2026-05-01,MED019,DC004,75.0,75.0,FULFILLED
ORD017329,2026-05-01,MED019,DC006,67.0,67.0,FULFILLED
ORD017330,2026-05-01,MED019,DC007,83.0,83.0,FULFILLED
ORD017331,2026-05-01,MED020,DC002,54.0,54.0,FULFILLED
ORD017332,2026-05-01,MED020,DC003,47.0,47.0,FULFILLED
ORD017333,2026-05-01,MED020,DC004,53.0,53.0,FULFILLED
ORD017334,2026-05-01,MED020,DC005,51.0,51.0,FULFILLED
ORD017335,2026-05-01,MED020,DC006,47.0,47.0,FULFILLED
ORD017336,2026-05-01,MED020,DC007,56.0,56.0,FULFILLED
ORD017337,2026-05-01,MED020,DC008,63.0,63.0,FULFILLED
ORD017338,2026-05-01,MED021,DC001,200.0,200.0,FULFILLED
ORD017339,2026-05-01,MED021,DC003,205.0,205.0,FULFILLED
ORD017340,2026-05-01,MED021,DC004,269.0,269.0,FULFILLED
ORD017341,2026-05-01,MED021,DC007,172.0,172.0,FULFILLED
ORD017342,2026-05-01,MED022,DC001,66.0,66.0,FULFILLED
ORD017343,2026-05-01,MED022,DC002,62.0,62.0,FULFILLED
ORD017344,2026-05-01,MED022,DC004,55.0,55.0,FULFILLED
ORD017345,2026-05-01,MED022,DC005,37.0,37.0,FULFILLED
ORD017346,2026-05-01,MED022,DC006,54.0,54.0,FULFILLED
ORD017347,2026-05-01,MED022,DC007,51.0,51.0,FULFILLED
ORD017348,2026-05-01,MED022,DC008,63.0,63.0,FULFILLED
ORD017349,2026-05-01,MED023,DC001,95.0,95.0,FULFILLED
ORD017350,2026-05-01,MED023,DC002,40.0,40.0,FULFILLED
ORD017351,2026-05-01,MED023,DC003,49.0,49.0,FULFILLED
ORD017352,2026-05-01,MED023,DC005,30.0,30.0,FULFILLED
ORD017353,2026-05-01,MED023,DC006,76.0,76.0,FULFILLED
ORD017354,2026-05-01,MED023,DC007,75.0,75.0,FULFILLED
ORD017355,2026-05-01,MED023,DC008,48.0,48.0,FULFILLED
ORD017356,2026-05-01,MED024,DC001,61.0,61.0,FULFILLED
ORD017357,2026-05-01,MED024,DC002,55.0,55.0,FULFILLED
ORD017358,2026-05-01,MED024,DC003,37.0,37.0,FULFILLED
ORD017359,2026-05-01,MED024,DC005,61.0,61.0,FULFILLED
